"organizacion","rubro","subrubro","calle","numero","pais","provincia","ciudad","telefono","facebook","web","programa","fecha_distincion","fecha_revalidacion"
"Cabañas Pirayú","Alojamiento","Cabañas","General López y Bolivar","S/N","Argentina","Santa Fe","Reconquista","(03482) 58-8970",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Cabañas Cielito Escondido","Alojamiento","Cabañas","El Carmen","345","Argentina","Salta","Chicoana",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Hostería Monte Aventura","Alojamiento","Hostería","Guayaba","1475","Argentina","Misiones","Oberá","(03755) 40-5750",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"La Lomita Boutique Hotel","Alojamiento","Hotel 2 estrellas","Calle 12","135","Argentina","Santa Fe","Avellaneda","(03482) 48-1787",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Parador El Establo","Actividad recreativa y deportiva","Cabalgatas","Finca Peñaflor Ruta 33","Km 3","Argentina","Salta","Chicoana",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Cabañas Oberá","Alojamiento","Cabañas","Picada Sargento Cabral","307","Argentina","Misiones","Oberá","(03755) 42-3454",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Fabiana Pavón Viajes","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Barrio Santa Rosa Manzana E Casa 8","S/N","Argentina","Misiones","Oberá",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Nardelli Viajes y Turismo","Transporte turístico","Transporte Turístico","Patricio Diez","1004","Argentina","Santa Fe","Reconquista","(03482) 42-0098",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Grand Hotel","Alojamiento","Hotel 3 estrellas","Obligado","883","Argentina","Santa Fe","Reconquista","(03482) 42-0010",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"El Jesuita","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Buenos Aires","2003","Argentina","Misiones","Posadas","(03755) 40-3580",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Finca Las Margaritas","Actividad recreativa y deportiva","Cabalgatas","Paraje Bella Vista","S/N","Argentina","Salta","Chicoana",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Tamanduá","Transporte turístico","Transporte Turístico","Alvear","1906","Argentina","Misiones","Posadas","(03764) 43-3800",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Fundación Artesanías de Misioneras","Comercio turístico","Artesanías","Coronel Álvarez","1705","Argentina","Misiones","Posadas","(03764) 44-1229",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Termas de la Selva","Actividad recreativa y deportiva","Complejo Termal","Ruta Nacional 14","Km 878","Argentina","Misiones","Oberá",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Tito Viajes Ewald Turismo","Transporte turístico","Transporte Turístico","Calle 14","159","Argentina","Santa Fe","Avellaneda","(03482) 48-0893",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Hostería Cabra Corral","Alojamiento","Hostería","Sarmiento","487","Argentina","Salta","Coronel Moldes","(03874) 90-5022",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Hotel Ha Urbano Posadas","Alojamiento","Hotel 4 estrellas","Bolivar","2176","Argentina","Misiones","Posadas","(0376) 444-3800",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Continental Posadas Hotel","Alojamiento","Hotel 4 estrellas","Bolivar","1879","Argentina","Misiones","Posadas","(0376) 444-0990",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Urunday Apart Hotel","Alojamiento","Apart Hotel","Avenida 134","2227","Argentina","Misiones","Posadas","(03764) 45-3945",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Casa de Campo El Carmen de Saravia","Alojamiento","Casa Rural","Ruta Provincial 23","Km 7","Argentina","Salta","Rosario de Lerma",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Cerros de Terciopelo","Alojamiento","Boutique","Ruta Princial 23","Km 95","Argentina","Salta","Rosario de Lerma",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Maitei Posadas Hotel y Resort","Alojamiento","Hotel sin categorizar","Avenida Ulises y Ruta Nacional 12","S/N","Argentina","Misiones","Posadas","(03764) 44-2500",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Mis Soles","Alojamiento","Cabañas","Paseo los Álamos 195 Ruta 68","S/N","Argentina","Salta","Coronel Moldes",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Residencial Anahi","Alojamiento","Hotel sin categorizar","Santiago del Estero","34","Argentina","Misiones","Oberá",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Tacuara Lodge","Alojamiento","Hotel sin categorizar","Ruta 14","Km 881","Argentina","Misiones","Oberá",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"El Guardian Restaurante","Gastronomía","Pub","San Martín C1","1220","Argentina","Santa Fe","Reconquista","(03482) 49-6727",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Posada los Brunos","Alojamiento","Hotel 3 estrellas","Ruta Nacional 11","Km 7871","Argentina","Santa Fe","Reconquista","(03482) 43-7606",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Posadeña Linda","Alojamiento","Hostel","Bolivar","1419","Argentina","Misiones","Posadas","(0376) 443-9238",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"La City Bar","Gastronomía","Bar","Caseros","515","Argentina","Salta","Rosario de Lerma","(03874) 22-4103",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"El Sauce","Gastronomía","Restaurante","Sarmiento","47","Argentina","Salta","Coronel Moldes",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Mamy Blue","Gastronomía","Bar","Habegger","989","Argentina","Santa Fe","Reconquista",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Con Relieve","Comercio turístico","Artesanías","Calle 8 Bis","2795","Argentina","Santa Fe","Reconquista",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Confitería Bar Cheroga","Gastronomía","Confitería","Obligado","902","Argentina","Santa Fe","Reconquista","(03482) 42-9690",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Mirador Francisca","Gastronomía","Restaurante","Ruta 68","Km 136","Argentina","Salta","Coronel Moldes",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-09,NA
"Hotel Esturión","Alojamiento","Hotel 4 estrellas","Avenida Tres Fronteras","650","Argentina","Misiones","Puerto Iguazú","(03757) 42-0100",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"El Quincho del Tío Querido","Gastronomía","Restaurante","Avenida Presidente Juan Domingo Perón","159","Argentina","Misiones","Puerto Iguazú","(03757) 42-0151",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Estación Sabores","Gastronomía","Restaurante","Avenida Córdoba Esquina Misiones","S/N","Argentina","Misiones","Puerto Iguazú","(03757) 42-5687",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Tierra Colorada","Alojamiento","Hotel sin categorizar","El Uru","28","Argentina","Misiones","Puerto Iguazú","(03757) 42-0572",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Orquídeas Palace Hotel & Cabañas","Alojamiento","Hotel 4 estrellas","Ruta 12","Km 5","Argentina","Misiones","Puerto Iguazú","(03757) 42-0472",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Jaguar House","Comercio turístico","Productos Regionales Varios","Parque Nacional Iguazú","S/N","Argentina","Misiones","Puerto Iguazú","(03757) 49-1040",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Grand Crucero Iguazú Hotel","Alojamiento","Hotel 4 estrellas","Rotonda Acceso Puerto Iguazú","S/N","Argentina","Misiones","Puerto Iguazú","(03764) 43-6901",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Complejo Americano","Alojamiento","Hotel 3 estrellas","Ruta 12","Km 5","Argentina","Misiones","Puerto Iguazú","(03757) 42-0190",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"La Aripuca","Comercio turístico","Productos Regionales Varios","Ruta 12","Km 415","Argentina","Misiones","Puerto Iguazú","(03575) 42-3488",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Cabañas El Refugio del Mensu","Alojamiento","Cabañas","El Dorado","313","Argentina","Misiones","Puerto Iguazú","(03757) 42-7130",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Hotel Jardín del Iguazú","Alojamiento","Hotel 3 estrellas","Bompland","274","Argentina","Misiones","Puerto Iguazú","(03757) 42-4171",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Iguazú Jungle Lodge","Alojamiento","Lodge","Avenida Hipólito Irigoyen (y San Lorenzo)","S/N","Argentina","Misiones","Puerto Iguazú","(03757) 42-0600",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Selva Viva","Actividad recreativa y deportiva","Parque Tematico","Avenida Tres Fronteras","780","Argentina","Misiones","Puerto Iguazú",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Ice Bar","Gastronomía","Bar","Ruta 12","Km 5","Argentina","Misiones","Puerto Iguazú","(0357)4 9-4047",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Yvy Hotel de la Selva","Alojamiento","Lodge","Reserva Iryapú - Lote 20","S/N","Argentina","Misiones","Puerto Iguazú","(03757) 49-3030",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Bar Fortín Cataratas","Gastronomía","Bar","Parque Nacional Iguazú","S/N","Argentina","Misiones","Puerto Iguazú","(03757) 49-1040",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Fortín Cataratas","Gastronomía","Restaurante","Parque Nacional Iguazú","S/N","Argentina","Misiones","Cataratas del Iguazú","(03757) 49-1040",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Loi Suites Iguazú Hotel","Alojamiento","Lodge","Selva Iryapú","S/N","Argentina","Misiones","Puerto Iguazú","(03757) 49-8300",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Hotel Amatista","Alojamiento","Hotel sin categorizar","Ruta Nacional 12","Km 1592","Argentina","Misiones","Wanda","(03757) 47-7050",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-16,NA
"Casa Real Hotel","Alojamiento","Hotel & Spa","Bartolomé Mitre","669","Argentina","Salta","Salta","(0054) 0387 4212200",NA,NA,"ISO 9001:2008",2013-08-22,NA
"Los Silos Hotel","Alojamiento","Hotel sin categorizar","San Lorenzo","950","Argentina","Buenos Aires","Tres Arroyos","(02983) 52-1712",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Las Gaviotas Claromecó","Alojamiento","Hotel sin categorizar","Calle 31, entre 44 y 46","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 50-3981",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Camping del Automóvil Club Argentino","Alojamiento","Camping","Calles 43 y 46","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02982) 48-0130",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Hotel Aitenco","Alojamiento","Hotel sin categorizar","Calle 28 y 9","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02982) 48-0400",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Cabañas Las Acacias","Alojamiento","Cabañas","Sarmiento y Costanera","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02982) 49-5335",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Chocolates Puente Viejo","Comercio turístico","Chocolateria","Moreno","366","Argentina","Buenos Aires","Tres Arroyos","(02983) 59-6412",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Cabañas Camino al Puente","Alojamiento","Cabañas","Calle 16 y 11","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 56-1672",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Argelanda","Alojamiento","Estancia","Zona Rural Claromecó","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 41-4390",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Camping Luz y Fuerza","Alojamiento","Camping","Viviero","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 61-5347",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Klaroquads","Transporte turístico","Transporte Turístico","Calle 46 y Avenida Costanera","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02982) 49-5059",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Claro-Mar","Comercio turístico","Productos Regionales Varios","Vivero Claromecó","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 41-0542",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Residencial La Reserva","Alojamiento","Hotel sin categorizar","Calle 7","2258","Argentina","Buenos Aires","Balneario Claromecó","(02982) 49-5111",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Náutico Claromecó","Actividad recreativa y deportiva","Club Náutico","Calle 9 y 16","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 58-1200",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Casa Knossos","Alojamiento","Hotel sin categorizar","Avenida 15","1938","Argentina","Buenos Aires","Balneario Claromecó",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Posta del Faro","Balneario","Balneario","Avenida Costanera","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 55-9032",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"La Estancia","Gastronomía","Bar","Avenida 26 y 13","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02983) 60-4182",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Samoa","Balneario","Balneario","Avenida Costanera","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02982) 48-0525",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Posada Lunamar","Alojamiento","Posada","Belgrano y Neuquén","S/N","Argentina","Buenos Aires","Balneario Claromecó","(02982) 49-6946",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-23,NA
"Altos del Sol","Alojamiento","Cabañas","Armando Nerbo y Jorge Luis Borges","S/N","Argentina","San Luis","Merlo","(02656) 47-8399",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Yucat Parque Temático","Actividad recreativa y deportiva","Parque Tematico","Los Aborígenes","550","Argentina","San Luis","Merlo","(02656) 47-7611",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"El Cimarrón","Actividad recreativa y deportiva","Cuatriciclos","Rerseva Florafaunística","S/N","Argentina","San Luis","Merlo","(02656) 47-8290",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Apart Hotel Sama Huasi","Alojamiento","Apart Hotel","Avenida Dos Venados","757","Argentina","San Luis","Merlo","(02656) 47-5880",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Cabañas Pehuen","Alojamiento","Cabañas","Hipólito Irigoyen","58","Argentina","San Luis","Merlo",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Posada del Valle","Alojamiento","Posada","Neptuno","799","Argentina","San Luis","Merlo","(02656) 47-6103",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Cabañas de Troncos La Soñada","Alojamiento","Cabañas","Truta 1","Km 38","Argentina","San Luis","Merlo","(02656) 47-7771",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"La Quinta Resort","Alojamiento","Cabañas","Román González","500","Argentina","San Luis","Merlo","(02656) 47-9598",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Hotel Howard Johnson","Alojamiento","Hotel 4 estrellas","Ruta 1","Km 13","Argentina","San Luis","Merlo","(02656) 47-3600",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Parque Hotel Golf","Alojamiento","Hotel 4 estrellas","Avenida del Sol","821","Argentina","San Luis","Merlo","(02656) 47-5110",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Vip Houses","Alojamiento","Cabañas","Chumamaya","27","Argentina","San Luis","Merlo","(02656) 47-8361",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Complejo Turístico y Camping Cerro de Oro","Alojamiento","Camping","Urquiza y Camino a Cerro de Oro","S/N","Argentina","San Luis","Merlo",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Raíces de Vilna","Alojamiento","Posada","Avenida del Libertador","160","Argentina","San Luis","Merlo","(02656) 47-4570",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Hotel Mundial","Alojamiento","Hotel sin categorizar","Avenida Del Deporte","549","Argentina","San Luis","Merlo","(02656) 47-5195",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Iahia Titi","Actividad recreativa y deportiva","Cuatriciclos","Avenida Dos Venados y Malvinas Argentinas","S/N","Argentina","San Luis","Merlo",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"No Tire Godoy","Gastronomía","Restaurante","Pasos Malos","S/N","Argentina","San Luis","Merlo","(02656) 47-1367",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-08-30,NA
"Regionales del Oeste","Comercio turístico","Productos Regionales Varios","Ruta 76 y 40","S/N","Argentina","La Rioja","Villa Unión",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-09-06,NA
"Refugio del Cóndor","Alojamiento","Hostel","Nicolás Davila","121","Argentina","La Rioja","Villa Unión",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-09-06,NA
"Talampaya Excursiones","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Ruta Nacional 76 y Ruta Nacional 40","S/N","Argentina","La Rioja","Villa Unión","(0380) 154447380",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-09-06,NA
"Runacay Servicios Turísticos EVyT","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Hipólito Hirigoyen y Joaquín V González","S/N","Argentina","La Rioja","Villa Unión",NA,NA,NA,"Sistema Inicial de Gestión Organizacional",2013-09-06,NA
"Rolling Travel","Gastronomía","Restaurante","Ruta Nacional 76","Km 144","Argentina","La Rioja","Villa Unión","(03825) 47-0397",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-09-06,NA
"Rolling Travel","Concesionaria","Concesionaria","Calle San Martín (frente a Plaza Principal de Villa Unión)","36","Argentina","La Rioja","Villa Unión","(03825) 477 713",NA,NA,"Sistema Inicial de Gestión Organizacional",2013-09-06,NA
